Book|Page|Subject|Predicate|Object
A Feast For Crows|99|Cersei|is unhappy about|Kevan Lannister’s refusal to serve as Hand
A Feast For Crows|101|Cersei|approached|Jaime
A Feast For Crows|102|Tyrell|would like to have supper with|Cersei
A Feast For Crows|102|Jaime|thinks Tyrell should capture|Storm's End for Tommen
A Feast For Crows|103|Brienne|seeks|Lord of Duskendale
A Feast For Crows|103|Brienne|seeks|his maester
A Feast For Crows|103|Brienne|is a|knight-errant
A Feast For Crows|104|Brienne|rides|horse
A Feast For Crows|104|Brienne|carries|oaken shield
A Feast For Crows|104|Captain’s sister|paints|shield
A Feast For Crows|105|Brienne|knows the meaning of|wooden swords
A Feast For Crows|107|Brienne|was looking for|the Seven Swords
A Feast For Crows|107|Oldtown|is in|US
A Feast For Crows|107|Dorn|is in|US
A Feast For Crows|107|Wall|is in|US
A Feast For Crows|108|Brienne|is looking for|her sister
A Feast For Crows|108|Dwarf|said his name was|Smith
A Feast For Crows|109|Nimble Dick|was|drunk
A Feast For Crows|109|Drunk man|sold|falsehood about fooling someone
A Feast For Crows|109|Drunk man|boasted|found his ship
A Feast For Crows|109|Drunk man|bragging|named himself Nimble Dick
A Feast For Crows|110|Brienne|dreams about|Renly's tent
A Feast For Crows|110|Brienne|eats|raw eggs
A Feast For Crows|110|Brienne|leaves|Maidenpool
A Feast For Crows|111|Catelyn Stark|had daughters|Sansa and Arya
A Feast For Crows|111|Brienne|rode past fishwife and her daughters|walking home with empty baskets on their shoulders
A Feast For Crows|112|Brienne|is a|woman
A Feast For Crows|112|Brienne|was captured by|Ser Jaime Lannister
A Feast For Crows|114|Imp’s squire of Tyrion Lannister|was|left
A Feast For Crows|114|Brienne|fought with|Tyrion Lannister in the battle.
A Feast For Crows|114|Tyrion Lannister|is|Lady Sansa’s husband.
A Feast For Crows|115|Sansa|cried|bitter tears
A Feast For Crows|117|Sansa|realized|lies
A Feast For Crows|120|Sansa|saw|Lady Lysa
A Feast For Crows|120|Robert|had fits|and cried
A Feast For Crows|120|Lothor Brune|caught|boy as he slipped from his thron
A Feast For Crows|121|Marillion|was a|blind singer
A Feast For Crows|121|Mord|took off three of his fingers|pinkies and a ring finger
A Feast For Crows|121|Lady Lysa|was cold|when she told that she was carrying Lord Petyr's child
A Feast For Crows|122|Marillion|plays|mandolin
A Feast For Crows|122|Lord Belmore|means to question|singer himself
A Feast For Crows|122|Arbor gold|awaited them|flagon of wine in the solar
A Feast For Crows|122|Nestor Royce|said to Petyr|as if Sans
A Feast For Crows|123|Nestor Royce|is a|House
A Feast For Crows|124|Alayne|is the daughter of|Lord Littlefinger
A Feast For Crows|124|Lord Littlefinger|has served Lord Nestor|a long time
A Feast For Crows|124|Oswell|rowed me from King's Landing|the night that I escaped
A Feast For Crows|126|Asha Greyjoy|is the daughter of|Lord Harlaw
A Feast For Crows|126|Asha Greyjoy|asks about|Lady Gwynesse
A Feast For Crows|126|Three Tooth|is the steward of|Lord Harlaw
A Feast For Crows|127|Lady Alannys|is the mother of|Asha
A Feast For Crows|127|Lady Alannys|was in love with|Rodrik
A Feast For Crows|127|Asha|is the daughter of|Lady Alannys
A Feast For Crows|128|Lord Rodrik Harlaw|is your uncle|Asha
A Feast For Crows|128|Lord Rodrik Harlaw|has found|Book of Lost Books
A Feast For Crows|129|Asha|counts|20 longships
A Feast For Crows|129|Baelor Blacktyde consulted with|Lord Rodrik|set sail again
A Feast For Crows|130|Asha|is related to|Victarion
A Feast For Crows|130|Aeron Damphair|called|kingsmoot
A Feast For Crows|130|Lord Rodrik|has consulted|Haer
A Feast For Crows|131|Asha|is Balon’s daughter|not his son
A Feast For Crows|131|Balon|was a|brave man but a bad lord
A Feast For Crows|132|Lady Alannys|cannot sleep|state
A Feast For Crows|132|Lady Alannys|wander|halls
A Feast For Crows|132|Lady Alannys|call|Maron
A Feast For Crows|133|Tristifer Botley|was named|Lord Botley
A Feast For Crows|135|Botley|thought he would wait|for marriage to
A Feast For Crows|135|Asha|is no sweet girl|if married would soon hate
A Feast For Crows|136|Cersei|wants sleet and ice|on wedding day
A Feast For Crows|137|Cersei|needs eyes inside|room
A Feast For Crows|138|Boy|gets stuck|narrow passage
A Feast For Crows|138|Boy|falls|shaft
A Feast For Crows|138|Guardsmen|vanish|exploring side tunnel
A Feast For Crows|138|Queen|threatens Jaime|for flames spreading
A Feast For Crows|138|Queen|accuses Aerys|for wildfire
A Feast For Crows|138|Queen|warns Jaime|of treacherous nature of wildfire
A Feast For Crows|138|Pyromancers|been brewing|wildfire
A Feast For Crows|138|Groom|recites vows|to Margaery Tyrell
A Feast For Crows|139|Cersei|is a|queen
A Feast For Crows|139|Cersei|is in|Westeros
A Feast For Crows|139|Cersei|is the number 1 producer of|onyx
A Feast For Crows|139|Cersei|has gained a|daughter
A Feast For Crows|139|Cersei|insists that Tommen drape his bride in|Lannister crimson
A Feast For Crows|139|Kevan Lannister|is a|knight
A Feast For Crows|139|Kevan Lannister|is in|Darry castle
A Feast For Crows|139|Kevan Lannister|is married to|Lancel
A Feast For Crows|139|Lancel|is awaiting|Kevan Lannister
A Feast For Crows|139|Lancel|has a bride that is|waiting
A Feast For Crows|139|Lyle Crakehall|booms that Westeros has two queens now|and the young one is as beautiful as the old one
A Feast For Crows|140|Lady Olenna Tyrell|leaves|Highgarden
A Feast For Crows|140|Ser Loras Tyrell|is a|knight of the Kingsguard
A Feast For Crows|140|Cersei Lannister|loves|Joffrey Baratheon
A Feast For Crows|140|Margaery Tyrell|is married to|Tommen Baratheon
A Feast For Crows|142|Cersei Lannister|is a|queen
A Feast For Crows|142|Cersei Lannister|is the mother of|Tommen Baratheon
A Feast For Crows|142|Lady Merryweather|is from|Myr
A Feast For Crows|143|Cersei|thought resentfully as she watched|that Half the court will be laughing at him behind his back.
A Feast For Crows|143|Cersei|refused as well|Mace Tyrell and Lancel.
A Feast For Crows|144|Cersei Lannister|is a|queen
A Feast For Crows|144|Cersei Lannister|has a golden hand from|Highgarden
A Feast For Crows|144|Margaery Tyrell|spies on|me
A Feast For Crows|146|Arys Oakheart|is from|King's Landing
A Feast For Crows|146|Arys Oakheart|wears|Dornish garb
A Feast For Crows|146|Arys Oakheart|was attacked in|Dorne
A Feast For Crows|146|Arys Oakheart|is the son of a man of|Reach
A Feast For Crows|146|Arys Oakheart|is dressed as a|sergeant
A Feast For Crows|146|Arys Oakheart|has three wool cloaks with him|light and heavy
A Feast For Crows|147|Ser Arys|has found it maddening|Cyvasse
A Feast For Crows|147|Myrcella|learned Cyvasse so she could play|with Trystane
A Feast For Crows|147|Myrcella|has won more often than not|of late
A Feast For Crows|148|Prince Doran|is afraid|of roaches
A Feast For Crows|148|Doran Martell|has a headstrong niece|Elia
A Feast For Crows|149|Arys|came to tell|someone
A Feast For Crows|150|Cersei Lannister|is a|Dornishwoman
A Feast For Crows|150|Cersei Lannister|is|Myrcah's mother
A Feast For Crows|150|Cersei Lannister|is the daughter of|Tywin Lannister
A Feast For Crows|150|Tyrion Lannister|is in love with|Cersei Lannister
A Feast For Crows|151|Arys|is not married to|Ser Boros Blount
A Feast For Crows|151|Arys|has forgotten his vow to|honor
A Feast For Crows|153|Tommen|is a|good-hearted
A Feast For Crows|153|Aegon|is more tractable than|his willful older sister
A Feast For Crows|154|Arianne|fears|Myrcella's guards
A Feast For Crows|154|Arianne|is a|princess of Dorne
A Feast For Crows|154|Arianne|wants|knight to keep her safe
A Feast For Crows|155|Arianne Martell|is the daughter of|Ser Jon Arry
A Feast For Crows|156|Myr|is on the point of war with|Lys and Tyrosh
A Feast For Crows|157|Brienne|is looking for|wall
A Feast For Crows|157|Brienne|rode by|once
A Feast For Crows|158|Brienne|cut two wooden swords from|branches
A Feast For Crows|158|Brienne|told him he may call himself a squire but she reminded herself that she is no knight|no matter how many times he calls her “ser”
A Feast For Crows|159|Tarly|is a|hard man
A Feast For Crows|159|Tarly|is braver lord than|Mooton
A Feast For Crows|159|Brienne|owes debt to|Lord Randyll Tarly
A Feast For Crows|159|Brienne|looking for|sister
A Feast For Crows|159|Brienne|is betrothed to|Lord Caron's younger son
A Feast For Crows|160|Brienne|is going to|Nightsong
A Feast For Crows|160|Brienne|will be at|Maidenpool
A Feast For Crows|160|Brienne|looks like|guards
A Feast For Crows|161|Brienne|is the Maid of|Tarth
A Feast For Crows|161|Brienne|slew|King Renly
A Feast For Crows|161|Brienne|sought|Ser Emmon
A Feast For Crows|162|Brienne|is a|maiden
A Feast For Crows|162|Brienne|saw new houses being built in|Maidenpool
A Feast For Crows|163|Tarly|fined|fifty silver stags
A Feast For Crows|165|Brienne|wants to talk with|Nimble Dick
A Feast For Crows|166|Brienne|is a|woman
A Feast For Crows|166|Brienne|was in|Renly's camp
A Feast For Crows|166|Brienne|has never encouraged|knights
A Feast For Crows|166|Renly|feasted|King
A Feast For Crows|166|Tyrell|feasted|Renly
A Feast For Crows|166|Tarly|blamed|Brienne
A Feast For Crows|167|Tyroshi sailors|are|being bought drinks
A Feast For Crows|167|Brienne|is buying a word from|Nimble Dick
A Feast For Crows|167|Nimble Dick|says|he saw a fool who was wanting passage for three
A Feast For Crows|167|Nimble Dick|says|he offered help to the fool
A Feast For Crows|167|Nimble Dick|says|it costs more than one silver stag
A Feast For Crows|168|Brienne|is going to|the smugglers' cove
A Feast For Crows|168|Nimble Dick|is from|Crackclaw Point
A Feast For Crows|168|Nimble Dick|is going to|the Whispers
A Feast For Crows|169|Brienne|caught Crabb's wrist|before
A Feast For Crows|169|Crabb|could not tuck away the gold coin|because
A Feast For Crows|170|Samwell Tarly|made greensick|sea
A Feast For Crows|170|Samwell Tarly|feared drowning|water
A Feast For Crows|170|Samwell Tarly|looked for|mermaids
A Feast For Crows|170|Samwell Tarly|tried to be a maester|Citadel
A Feast For Crows|171|Blackbird|is a|ship
A Feast For Crows|171|Blackbird|is a|fighti ng ship
A Feast For Crows|171|Watch|has|vessels
A Feast For Crows|173|Sam|went on|voyage
A Feast For Crows|173|Blackbird|sailed to|Arbor
A Feast For Crows|174|Skagos|is a|island
A Feast For Crows|174|Skagos|rose in rebellion against|Lord of Winterfell
A Feast For Crows|174|Skagos|claimed the life of|hundreds of his sworn swords
A Feast For Crows|174|Skagosi|are called|Skaggs
A Feast For Crows|174|Skagosi|had a feast that lasted for a fortnight on|Skane isle
A Feast For Crows|174|Skagoss|are called|stoneborn
A Feast For Crows|174|Skaggers|were not liked by|northmen
A Feast For Crows|175|Aemon|is old|frail
A Feast For Crows|176|Sam|is aboard|ship
A Feast For Crows|176|Sam|is clinging to|rail
A Feast For Crows|176|Blackbird|is on|Skagos
A Feast For Crows|176|Dareon|is singing a lullaby to|his baby
A Feast For Crows|177|Aemon|told him|that Sam’s wife is grieving
A Feast For Crows|177|Sam|loves|Dalla
A Feast For Crows|177|Sam|is a mother|grieving
A Feast For Crows|179|Jaime|is a lord|from House Lannister
A Feast For Crows|179|Lord Tywin Lannister had entered the city on a stallion|his enameled crimson armor polished and gleaming|bright with gems and goldwork.
A Feast For Crows|180|Jaime|makes peace with|Cersei
A Feast For Crows|180|Jaime|thinks|strife between Lannister and Lannister can only help enemies of House Lannister
A Feast For Crows|180|Jaime|thinks|Lancel is leaving him little else to occupy his time
A Feast For Crows|181|Jaime Lannister|is a|Lannister of Casterly Rock
A Feast For Crows|181|Jaime Lannister|knows|Cersei
A Feast For Crows|181|Jaime Lannister|is married to|Lady Lancelot
A Feast For Crows|181|Jaime Lannister|hates|his duties as a husband
A Feast For Crows|181|Jaime Lannister|is embarrassed by|his bawdy remark
A Feast For Crows|181|Lancel Lannister|is not likely a pious fool like|Lady Lancelot
A Feast For Crows|182|Jaime|thought|all his jousting days are done
A Feast For Crows|183|Jaime|has a|sister
A Feast For Crows|183|Jaime|is in|Lollys womb
A Feast For Crows|184|Cersei|goes to|the sideboard
A Feast For Crows|184|Cersei|takes|a cup
A Feast For Crows|184|Cersei|goes to|the door
A Feast For Crows|184|Cersei|kisses|Queen Margaery Tyrell on both cheeks
A Feast For Crows|184|Cersei|is fond of|Lady Taena
A Feast For Crows|184|Jaime|reminds Cersei of|Lady Taena
A Feast For Crows|184|Lady Taena|is a mother|with a young son that she wants to rise high in this world
A Feast For Crows|184|Lady Merryweather|is in|Cersei’s court
A Feast For Crows|184|Lady Merryweather|knows Cersei can do more for her than|Margaery
A Feast For Crows|184|Margaery Tyrell|has a daughter|Isabella
A Feast For Crows|187|King|is a|traitor
A Feast For Crows|187|Orivel|is a|coward
A Feast For Crows|187|Gyles|was a|traitor
A Feast For Crows|187|Michael Mertyns|is a|Red Robert Flowers
A Feast For Crows|187|Jeffory Norcross|is|Neveryield
A Feast For Crows|187|Addison Hill|is an|White Owl
A Feast For Crows|188|Queen Cersei|is a|ruler
A Feast For Crows|189|Qyburn|is a|maester
A Feast For Crows|189|Melara|said that if we never spoke about her prophecies|we would forget them
A Feast For Crows|190|Aurane Waters|is Lord Admiral of|the Ironborn
A Feast For Crows|190|Ser Harys Swyft|is the Hand of|Kevan Lannister
A Feast For Crows|191|Pycelle|harrumph|ed
A Feast For Crows|191|Cersei|took a taste of|wine
A Feast For Crows|192|Tywin Lannister|is the number 1 producer of|gold
A Feast For Crows|192|Lord Tywin Lannister|is the High Septon of|not ours
A Feast For Crows|192|Lord Pycelle|brought|letter from the Vale
A Feast For Crows|192|The question is|ought we allow|this
A Feast For Crows|192|Ser Harys Swyft|fingered|his chin beard
A Feast For Crows|192|Pycelle|plucked|it from his pile of papers and smoothed it out.
A Feast For Crows|193|Lord Gyles|coughed|pink spittle
A Feast For Crows|193|Cersei|had heard his objections before|deferred our repayment of the sums owed the Holy Faith and the Iron Bank of Braavos until war’s end
A Feast For Crows|196|Lord Manderly|refused|Cersei
A Feast For Crows|196|Merryweather|is a|council member
A Feast For Crows|196|Snow|looks very like his father|Robert Baratheon
A Feast For Crows|197|Aurane Waters|speaks of|dragons
A Feast For Crows|197|Aurane Waters|speaks of|manticores
A Feast For Crows|197|Aurane Waters|speaks of|bearded snarks)
A Feast For Crows|198|Taena|has scars|three long scratches on her cheek
A Feast For Crows|199|Osney|has a lordship from|Margaery
A Feast For Crows|199|Kettleblack|is a|bastard boy of Stannis
A Feast For Crows|199|Kettleblack|is in league with|Stannis
A Feast For Crows|199|Kettleblack|would lie with|Margaery
A Feast For Crows|200|Cersei|summoned|Jocelyn
A Feast For Crows|200|Cersei|summoned|Lady Merryweather
A Feast For Crows|200|Taena|told Cersei that she has a secret admirer|a knight so smitten with her beauty that he cannot sleep at night
A Feast For Crows|202|Balon|has three sons|and a daughter he loves well
A Feast For Crows|204|Victarion|donned|warhelm
A Feast For Crows|204|Victarion|is in|boat
A Feast For Crows|204|Victarion|told|Nute
A Feast For Crows|204|Victarion|dreamed of driving a mailed fist into Euron’s smiling face|until the flesh split and his bad blood ran red and free
A Feast For Crows|204|Aer on Damphair|said|"""Brother"""
A Feast For Crows|204|Goodbrothers of Old Wyk|Goodbrothers of Great Wyk|and Goodbrothers of Orkmont all had come
A Feast For Crows|205|Victarion|is looking at|woman
A Feast For Crows|205|Victarion|calls|Asha
A Feast For Crows|205|Woman|is talking to|Qarl the Maid
A Feast For Crows|206|Victarion Greyjoy|teased|Asha Greyjoy about her childhood memories
A Feast For Crows|207|Euron|is the most comely of|Lord Quellon's sons
A Feast For Crows|207|Euron|smiling eye|thought Victarion
A Feast For Crows|207|Euron|"""King Crow's Eye"|"brother"""
A Feast For Crows|209|Asha|is a|woman
A Feast For Crows|209|Asha|will guard|back
A Feast For Crows|209|Asha|wants to be|queen
A Feast For Crows|209|Victarion|is a|man
A Feast For Crows|210|Balon|gave|Victarion horns
A Feast For Crows|210|Victarion|hatched|scheme
A Feast For Crows|212|Aeron Greyjoy|was born|from the sea
A Feast For Crows|212|Aeron Greyjoy|is a|Ironborn
A Feast For Crows|214|Gylbert Farwynd|Lord of|Lonely Light
A Feast For Crows|215|Gylbert|is a|king
A Feast For Crows|215|Erik Ironmaker|is a|king
A Feast For Crows|216|Erik Ironmaker|stands up|Asha Greyjoy
A Feast For Crows|216|Asha Greyjoy|calls|Erik Ironmaker
A Feast For Crows|217|Aeron|uncorked|waterskin
A Feast For Crows|217|Aeron|watched|Crow’s Eye
A Feast For Crows|217|Victarion|climbed|steps
A Feast For Crows|217|Victarion|waited|quieted
A Feast For Crows|217|Victarion|raised|huge mailed hands
A Feast For Crows|217|Victarion|said|“I have an axe”
A Feast For Crows|217|Victarion|promised|not to hurt Asha
A Feast For Crows|217|Nute the Barber|displayed|axe
A Feast For Crows|217|Orkwood of Orkmont|whispered|Euron’s ear
A Feast For Crows|217|Asha|snatched|twisted golden collar
A Feast For Crows|217|Asha|turned|faced captains
A Feast For Crows|217|Asha|said|“It was good”
A Feast For Crows|217|Asha|said|“There’s no one brave
A Feast For Crows|218|Harmund Sharp|son of|Harrag
A Feast For Crows|218|Harmund Sharp|demands|peace
A Feast For Crows|218|Harmund Sharp|demands|victory
A Feast For Crows|220|Euron Greyjoy|is a|ironborn
A Feast For Crows|220|Euron Greyjoy|climbed|hill
A Feast For Crows|220|Euron Greyjoy|sailed|farther than any
